dataset,model,seed,alpha,score,axis,method,target_coverage,marginal_coverage,mean_set_size,coverage_gap,worst_group_coverage,set_size_disparity
ACSPublicCoverage-CA,mlp,0,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,predclass,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,age,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,0,0.2,aps,race,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,lac,predclass,marginal,0.95,0.9533333333333334,1.76,0.0037604659282495234,0.9501385041551247,0.027257943780490956
ACSPublicCoverage-CA,mlp,1,0.05,lac,sex,marginal,0.95,0.9533333333333334,1.76,0.04481577098563705,0.933969185619956,0.252797625069777
ACSPublicCoverage-CA,mlp,1,0.05,lac,age,marginal,0.95,0.9533333333333334,1.76,0.045660278770247475,0.9304733727810651,0.19517381656804744
ACSPublicCoverage-CA,mlp,1,0.05,lac,race,marginal,0.95,0.9533333333333334,1.76,0.02908757211658719,0.9438366156090445,0.17404619148056555
ACSPublicCoverage-CA,mlp,1,0.05,lac,predclass,mondrian,0.95,0.9558333333333333,1.7683333333333333,0.012860032686708878,0.9538989700833742,0.028143718269370455
ACSPublicCoverage-CA,mlp,1,0.05,lac,sex,mondrian,0.95,0.9533333333333334,1.7675,0.01594984120201126,0.946441672780631,0.12242974718964006
ACSPublicCoverage-CA,mlp,1,0.05,lac,age,mondrian,0.95,0.9591666666666666,1.7670833333333333,0.015278291420118384,0.94921875,0.06960086018297518
ACSPublicCoverage-CA,mlp,1,0.05,lac,race,mondrian,0.95,0.9545833333333333,1.7670833333333333,0.028531202822587476,0.9482129832239241,0.10709590690889348
ACSPublicCoverage-CA,mlp,1,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,lac,predclass,marginal,0.9,0.91,1.5925,0.011379213372477714,0.9082883766552231,0.04273726053861071
ACSPublicCoverage-CA,mlp,1,0.1,lac,sex,marginal,0.9,0.91,1.5925,0.04980221885610259,0.888481291269259,0.24549199784071507
ACSPublicCoverage-CA,mlp,1,0.1,lac,age,marginal,0.9,0.91,1.5925,0.09041321263645474,0.8594674556213018,0.20134522928994092
ACSPublicCoverage-CA,mlp,1,0.1,lac,race,marginal,0.9,0.91,1.5925,0.027341764818954784,0.9022611232676878,0.174283178896534
ACSPublicCoverage-CA,mlp,1,0.1,lac,predclass,mondrian,0.9,0.9104166666666667,1.5920833333333333,0.0054138210708361,0.9058171745152355,0.01872217520130315
ACSPublicCoverage-CA,mlp,1,0.1,lac,sex,mondrian,0.9,0.9091666666666667,1.58375,0.012215665285394195,0.9038884812912693,0.10638156372684615
ACSPublicCoverage-CA,mlp,1,0.1,lac,age,mondrian,0.9,0.91875,1.5879166666666666,0.008285323556797008,0.9153645833333334,0.1492211662029912
ACSPublicCoverage-CA,mlp,1,0.1,lac,race,mondrian,0.9,0.9129166666666667,1.6066666666666667,0.017781113768595258,0.9066374908825675,0.13508019390837012
ACSPublicCoverage-CA,mlp,1,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,lac,predclass,marginal,0.8,0.8129166666666666,1.2629166666666667,0.05065896459483299,0.8052967140755272,0.1013600442343825
ACSPublicCoverage-CA,mlp,1,0.2,lac,sex,marginal,0.8,0.8129166666666666,1.2629166666666667,0.023781139652377714,0.8026412325752018,0.12625519038424926
ACSPublicCoverage-CA,mlp,1,0.2,lac,age,marginal,0.8,0.8129166666666666,1.2629166666666667,0.10666421883605648,0.7692307692307693,0.10998644278431313
ACSPublicCoverage-CA,mlp,1,0.2,lac,race,marginal,0.8,0.8129166666666666,1.2629166666666667,0.02395552389191391,0.8074398249452954,0.12153372989227607
ACSPublicCoverage-CA,mlp,1,0.2,lac,predclass,mondrian,0.8,0.8091666666666667,1.2683333333333333,0.023179577192122047,0.7894736842105263,0.05499953130030866
ACSPublicCoverage-CA,mlp,1,0.2,lac,sex,mondrian,0.8,0.8116666666666666,1.2645833333333334,0.01986372168149697,0.8003857280617165,0.009554764258035808
ACSPublicCoverage-CA,mlp,1,0.2,lac,age,mondrian,0.8,0.8095833333333333,1.26375,0.02886628178290951,0.7923627684964201,0.20987911482679245
ACSPublicCoverage-CA,mlp,1,0.2,lac,race,mondrian,0.8,0.8120833333333334,1.2620833333333332,0.04061781393199371,0.8067104303428154,0.19563287768506998
ACSPublicCoverage-CA,mlp,1,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,predclass,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,age,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,1,0.2,aps,race,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,lac,predclass,marginal,0.95,0.95125,1.6891666666666667,0.02124975956459907,0.94681411269089,0.04219680701787576
ACSPublicCoverage-CA,mlp,2,0.05,lac,sex,marginal,0.95,0.95125,1.6891666666666667,0.002777777777777768,0.95,0.051683501683501554
ACSPublicCoverage-CA,mlp,2,0.05,lac,age,marginal,0.95,0.95125,1.6891666666666667,0.013996073150910893,0.9422776911076443,0.1900361275459448
ACSPublicCoverage-CA,mlp,2,0.05,lac,race,marginal,0.95,0.95125,1.6891666666666667,0.046847565841979244,0.9245810055865922,0.14877761262877365
ACSPublicCoverage-CA,mlp,2,0.05,lac,predclass,mondrian,0.95,0.95125,1.6895833333333334,0.02124975956459907,0.94681411269089,0.04167021407422111
ACSPublicCoverage-CA,mlp,2,0.05,lac,sex,mondrian,0.95,0.95125,1.6895833333333334,0.002777777777777768,0.95,0.05260942760942755
ACSPublicCoverage-CA,mlp,2,0.05,lac,age,mondrian,0.95,0.9525,1.7025,0.013325835877113112,0.9467680608365019,0.18858279031855285
ACSPublicCoverage-CA,mlp,2,0.05,lac,race,mondrian,0.95,0.95875,1.7225,0.03928308242972944,0.9535740604274134,0.20746394357300768
ACSPublicCoverage-CA,mlp,2,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,lac,predclass,marginal,0.9,0.90875,1.52875,0.032078024046693354,0.9020537124802528,0.09357903466369
ACSPublicCoverage-CA,mlp,2,0.1,lac,sex,marginal,0.9,0.90875,1.52875,0.011026936026936052,0.9037878787878788,0.06725589225589212
ACSPublicCoverage-CA,mlp,2,0.1,lac,age,marginal,0.9,0.90875,1.52875,0.014292662961271296,0.9001560062402496,0.20043806831073185
ACSPublicCoverage-CA,mlp,2,0.1,lac,race,marginal,0.9,0.90875,1.52875,0.04744612928970471,0.888268156424581,0.1353544154579469
ACSPublicCoverage-CA,mlp,2,0.1,lac,predclass,mondrian,0.9,0.91,1.5341666666666667,0.005272235938864722,0.908899420747762,0.01610050042095912
ACSPublicCoverage-CA,mlp,2,0.1,lac,sex,mondrian,0.9,0.90875,1.5279166666666666,0.005808080808080818,0.9055555555555556,0.0014309764309763384
ACSPublicCoverage-CA,mlp,2,0.1,lac,age,mondrian,0.9,0.9141666666666667,1.545,0.025877460953951492,0.8992395437262357,0.23899482192413335
ACSPublicCoverage-CA,mlp,2,0.1,lac,race,mondrian,0.9,0.91125,1.5354166666666667,0.07757382282521952,0.8938547486033519,0.23160332666596473
ACSPublicCoverage-CA,mlp,2,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,lac,predclass,marginal,0.8,0.81,1.2420833333333334,0.055976514585363235,0.7983149025803055,0.1935244834186287
ACSPublicCoverage-CA,mlp,2,0.2,lac,sex,marginal,0.8,0.81,1.2420833333333334,0.018855218855218903,0.8015151515151515,0.054797979797979623
ACSPublicCoverage-CA,mlp,2,0.2,lac,age,marginal,0.8,0.81,1.2420833333333334,0.052777267351736934,0.7856257744733581,0.06551826448156106
ACSPublicCoverage-CA,mlp,2,0.2,lac,race,marginal,0.8,0.81,1.2420833333333334,0.02336529396508069,0.7960893854748603,0.13786581928143105
ACSPublicCoverage-CA,mlp,2,0.2,lac,predclass,mondrian,0.8,0.8075,1.23875,0.028864861115052598,0.8014744602422328,0.11953659820958396
ACSPublicCoverage-CA,mlp,2,0.2,lac,sex,mondrian,0.8,0.8104166666666667,1.23375,0.01220538720538722,0.8037037037037037,0.034427609427609474
ACSPublicCoverage-CA,mlp,2,0.2,lac,age,mondrian,0.8,0.80125,1.21875,0.03900542638805915,0.7831474597273854,0.16143086788110317
ACSPublicCoverage-CA,mlp,2,0.2,lac,race,mondrian,0.8,0.8066666666666666,1.2383333333333333,0.07533918595371114,0.7960893854748603,0.224022346368715
ACSPublicCoverage-CA,mlp,2,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,predclass,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,age,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,2,0.2,aps,race,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,lac,predclass,marginal,0.95,0.96625,1.7479166666666666,0.015359209219466874,0.962742980561555,0.03580662452113326
ACSPublicCoverage-CA,mlp,3,0.05,lac,sex,marginal,0.95,0.96625,1.7479166666666666,0.002357335400553273,0.9649289099526066,0.04388731302524729
ACSPublicCoverage-CA,mlp,3,0.05,lac,age,marginal,0.95,0.96625,1.7479166666666666,0.029974944320712682,0.9487750556792873,0.2896408685968819
ACSPublicCoverage-CA,mlp,3,0.05,lac,race,marginal,0.95,0.96625,1.7479166666666666,0.07404684827322972,0.9133858267716536,0.19785408332037502
ACSPublicCoverage-CA,mlp,3,0.05,lac,predclass,mondrian,0.95,0.9629166666666666,1.7454166666666666,0.008698428213334108,0.9562043795620438,0.04135596159606503
ACSPublicCoverage-CA,mlp,3,0.05,lac,sex,mondrian,0.95,0.9666666666666667,1.7508333333333332,0.0014094681019750643,0.9658767772511848,0.04206557550344425
ACSPublicCoverage-CA,mlp,3,0.05,lac,age,mondrian,0.95,0.9579166666666666,1.7358333333333333,0.0323331960461285,0.94625,0.17104089996807836
ACSPublicCoverage-CA,mlp,3,0.05,lac,race,mondrian,0.95,0.9641666666666666,1.7479166666666666,0.03247147966468289,0.937007874015748,0.0947333340500327
ACSPublicCoverage-CA,mlp,3,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,lac,predclass,marginal,0.9,0.91125,1.5433333333333332,0.04643234380665606,0.9006479481641468,0.1684980530024751
ACSPublicCoverage-CA,mlp,3,0.1,lac,sex,marginal,0.9,0.91125,1.5433333333333332,0.0023150513574939913,0.909952606635071,0.019929878961926883
ACSPublicCoverage-CA,mlp,3,0.1,lac,age,marginal,0.9,0.91125,1.5433333333333332,0.016701594146719678,0.9025735294117647,0.15745267260579054
ACSPublicCoverage-CA,mlp,3,0.1,lac,race,marginal,0.9,0.91125,1.5433333333333332,0.10251770593307796,0.8346456692913385,0.19361098270245858
ACSPublicCoverage-CA,mlp,3,0.1,lac,predclass,mondrian,0.9,0.9145833333333333,1.5529166666666667,0.013735397518563452,0.9114470842332614,0.07567671958506095
ACSPublicCoverage-CA,mlp,3,0.1,lac,sex,mondrian,0.9,0.91125,1.54375,0.0023150513574939913,0.909952606635071,0.02087774626050498
ACSPublicCoverage-CA,mlp,3,0.1,lac,age,mondrian,0.9,0.9166666666666666,1.55625,0.021659802306425058,0.9075,0.10224944320712703
ACSPublicCoverage-CA,mlp,3,0.1,lac,race,mondrian,0.9,0.9166666666666666,1.5579166666666666,0.10072237379663274,0.8346456692913385,0.1756576613380061
ACSPublicCoverage-CA,mlp,3,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,lac,predclass,marginal,0.8,0.8308333333333333,1.2745833333333334,0.048958711040343106,0.8196544276457883,0.23063249830524502
ACSPublicCoverage-CA,mlp,3,0.2,lac,sex,marginal,0.8,0.8308333333333333,1.2745833333333334,0.02964816152504457,0.814218009478673,0.00898888282034549
ACSPublicCoverage-CA,mlp,3,0.2,lac,age,marginal,0.8,0.8308333333333333,1.2745833333333334,0.03605233853006684,0.8125,0.050392048227252184
ACSPublicCoverage-CA,mlp,3,0.2,lac,race,marginal,0.8,0.8308333333333333,1.2745833333333334,0.093286588727576,0.7559055118110236,0.14726660032684924
ACSPublicCoverage-CA,mlp,3,0.2,lac,predclass,mondrian,0.8,0.8325,1.2754166666666666,0.0004966026075577945,0.8321167883211679,0.12786728886506604
ACSPublicCoverage-CA,mlp,3,0.2,lac,sex,mondrian,0.8,0.8304166666666667,1.2720833333333332,0.03059602882362278,0.8132701421800947,0.0016103173065062926
ACSPublicCoverage-CA,mlp,3,0.2,lac,age,mondrian,0.8,0.8320833333333333,1.2725,0.07319578928829584,0.7884187082405345,0.24119496739963964
ACSPublicCoverage-CA,mlp,3,0.2,lac,race,mondrian,0.8,0.8320833333333333,1.275,0.07413653611677706,0.7637795275590551,0.11473728591451393
ACSPublicCoverage-CA,mlp,3,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,predclass,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,age,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,3,0.2,aps,race,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,lac,predclass,marginal,0.95,0.94875,1.705,0.0012448314017821094,0.9484304932735426,0.056170287111991124
ACSPublicCoverage-CA,mlp,4,0.05,lac,sex,marginal,0.95,0.94875,1.705,0.02018005955002733,0.9374407582938389,0.00207191810990337
ACSPublicCoverage-CA,mlp,4,0.05,lac,age,marginal,0.95,0.94875,1.705,0.01734662929931652,0.9385171790235082,0.1856242118537199
ACSPublicCoverage-CA,mlp,4,0.05,lac,race,marginal,0.95,0.94875,1.705,0.0206729472308107,0.9443620178041543,0.22970297029702968
ACSPublicCoverage-CA,mlp,4,0.05,lac,predclass,mondrian,0.95,0.9508333333333333,1.715,0.003741773921146163,0.948051948051948,0.04053345757381632
ACSPublicCoverage-CA,mlp,4,0.05,lac,sex,mondrian,0.95,0.94875,1.70625,0.01679733610528722,0.9393364928909953,0.020137775506968048
ACSPublicCoverage-CA,mlp,4,0.05,lac,age,mondrian,0.95,0.9525,1.7116666666666667,0.026943654642835657,0.9349005424954792,0.14152997863311212
ACSPublicCoverage-CA,mlp,4,0.05,lac,race,mondrian,0.95,0.95,1.72125,0.05235417401589515,0.9406528189910979,0.17591444604401096
ACSPublicCoverage-CA,mlp,4,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,lac,predclass,marginal,0.9,0.8975,1.5266666666666666,0.04180012812299816,0.8867713004484304,0.16504571661522327
ACSPublicCoverage-CA,mlp,4,0.1,lac,sex,marginal,0.9,0.8975,1.5266666666666666,0.03021194876583455,0.8805687203791469,0.05519477087334179
ACSPublicCoverage-CA,mlp,4,0.1,lac,age,marginal,0.9,0.8975,1.5266666666666666,0.018316050333920808,0.8878842676311031,0.1167925228098805
ACSPublicCoverage-CA,mlp,4,0.1,lac,race,marginal,0.9,0.8975,1.5266666666666666,0.029901848892946892,0.8931750741839762,0.24603960396039604
ACSPublicCoverage-CA,mlp,4,0.1,lac,predclass,mondrian,0.9,0.8995833333333333,1.5258333333333334,0.012790460660415781,0.8963004484304933,0.07662628850969666
ACSPublicCoverage-CA,mlp,4,0.1,lac,sex,mondrian,0.9,0.8991666666666667,1.5229166666666667,0.0027414154583413897,0.8976303317535546,0.024225233002695523
ACSPublicCoverage-CA,mlp,4,0.1,lac,age,mondrian,0.9,0.8983333333333333,1.5216666666666667,0.033498448986163054,0.8806509945750453,0.17915288183369182
ACSPublicCoverage-CA,mlp,4,0.1,lac,race,mondrian,0.9,0.8966666666666666,1.52375,0.06529227449108754,0.8857566765578635,0.25792079207920793
ACSPublicCoverage-CA,mlp,4,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,age,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,lac,predclass,marginal,0.8,0.7870833333333334,1.21625,0.0309169530021548,0.7791479820627802,0.20701327820161897
ACSPublicCoverage-CA,mlp,4,0.2,lac,sex,marginal,0.8,0.7870833333333334,1.21625,0.015852992476963923,0.7781990521327015,0.028996282527881112
ACSPublicCoverage-CA,mlp,4,0.2,lac,age,marginal,0.8,0.7870833333333334,1.21625,0.07287589941399009,0.755359394703657,0.07669396872673118
ACSPublicCoverage-CA,mlp,4,0.2,lac,race,marginal,0.8,0.7870833333333334,1.21625,0.06583119850446584,0.7663366336633664,0.16732673267326748
ACSPublicCoverage-CA,mlp,4,0.2,lac,predclass,mondrian,0.8,0.7875,1.2158333333333333,0.015069011705783009,0.7836322869955157,0.1638955215188398
ACSPublicCoverage-CA,mlp,4,0.2,lac,sex,mondrian,0.8,0.7920833333333334,1.2308333333333332,0.019200479219154687,0.7836431226765799,0.07014218009478679
ACSPublicCoverage-CA,mlp,4,0.2,lac,age,mondrian,0.8,0.795,1.23875,0.042309630605957604,0.7685352622061483,0.20374749647652246
ACSPublicCoverage-CA,mlp,4,0.2,lac,race,mondrian,0.8,0.7895833333333333,1.22375,0.0897937374198502,0.7633531157270029,0.2766269060140434
ACSPublicCoverage-CA,mlp,4,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,predclass,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,age,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSPublicCoverage-CA,mlp,4,0.2,aps,race,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,tabpfn,0,0.05,lac,predclass,marginal,0.95,0.9616666666666667,1.4116666666666666,0.013910635702866103,0.9534883720930233,0.14594845210855922
ACSIncome-CA,tabpfn,0,0.05,lac,sex,marginal,0.95,0.9616666666666667,1.4116666666666666,0.005911483459802747,0.9588045234248789,0.048976890715412
ACSIncome-CA,tabpfn,0,0.05,lac,age,marginal,0.95,0.9616666666666667,1.4116666666666666,0.03793837151867463,0.9408602150537635,0.5151981458262092
ACSIncome-CA,tabpfn,0,0.05,lac,race,marginal,0.95,0.9616666666666667,1.4116666666666666,0.024497403807748674,0.9459459459459459,0.08267873785115176
