dataset,model,seed,alpha,score,axis,method,target_coverage,marginal_coverage,mean_set_size,coverage_gap,worst_group_coverage,set_size_disparity
ACSIncome-CA,lightgbm,0,0.05,lac,age,mondrian,0.95,0.9620833333333333,1.4779166666666668,0.06675627240143378,0.9193548387096774,0.6920069362648869
ACSIncome-CA,lightgbm,0,0.05,lac,race,mondrian,0.95,0.9554166666666667,1.47375,0.05188408977312897,0.939106901217862,0.2663387338624146
ACSIncome-CA,lightgbm,0,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,lac,predclass,marginal,0.9,0.91,1.2591666666666668,0.0227148330596606,0.8968253968253969,0.11590038314176243
ACSIncome-CA,lightgbm,0,0.1,lac,sex,marginal,0.9,0.91,1.2591666666666668,0.017651033397379057,0.901453957996769,0.03195148468325182
ACSIncome-CA,lightgbm,0,0.1,lac,age,marginal,0.9,0.91,1.2591666666666668,0.0829438808465367,0.8817204301075269,0.37142368631027023
ACSIncome-CA,lightgbm,0,0.1,lac,race,marginal,0.9,0.91,1.2591666666666668,0.03897230563897236,0.8918918918918919,0.0795292829775589
ACSIncome-CA,lightgbm,0,0.1,lac,predclass,mondrian,0.9,0.9045833333333333,1.2504166666666667,0.017412424740010923,0.8972701149425287,0.23019293924466333
ACSIncome-CA,lightgbm,0,0.1,lac,sex,mondrian,0.9,0.9125,1.2675,0.0011261292573943038,0.9119547657512116,0.06979498886383273
ACSIncome-CA,lightgbm,0,0.1,lac,age,mondrian,0.9,0.91125,1.2725,0.054523348151525486,0.8924731182795699,0.4731182795698925
ACSIncome-CA,lightgbm,0,0.1,lac,race,mondrian,0.9,0.9133333333333333,1.2695833333333333,0.037493108805693454,0.9032476319350473,0.12889983579638753
ACSIncome-CA,lightgbm,0,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.1,aps,age,mondrian,0.9,1.0,1.9945833333333334,0.0,1.0,0.04593639575971742
ACSIncome-CA,lightgbm,0,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,0,0.2,lac,predclass,marginal,0.8,0.8079166666666666,1.0,0.06906814449917897,0.7678571428571429,0.0
ACSIncome-CA,lightgbm,0,0.2,lac,sex,marginal,0.8,0.8079166666666666,1.0,0.03203351138224719,0.7924071082390953,0.0
ACSIncome-CA,lightgbm,0,0.2,lac,age,marginal,0.8,0.8079166666666666,1.0,0.22656635890421362,0.7204301075268817,0.0
ACSIncome-CA,lightgbm,0,0.2,lac,race,marginal,0.8,0.8079166666666666,1.0,0.061820441130786,0.7657657657657657,0.0
ACSIncome-CA,lightgbm,0,0.2,lac,predclass,mondrian,0.8,0.8325,1.0495833333333333,0.010536398467433039,0.8263888888888888,0.11805555555555558
ACSIncome-CA,lightgbm,0,0.2,lac,sex,mondrian,0.8,0.8108333333333333,1.0054166666666666,0.02637923028370115,0.7980613893376414,0.01050080775444262
ACSIncome-CA,lightgbm,0,0.2,lac,age,mondrian,0.8,0.8233333333333334,1.03125,0.15301498494961385,0.7939814814814815,0.17204301075268824
ACSIncome-CA,lightgbm,0,0.2,lac,race,mondrian,0.8,0.8141666666666667,1.01,0.054096721891038535,0.8017591339648173,0.14414414414414423
ACSIncome-CA,lightgbm,0,0.2,aps,predclass,marginal,0.8,1.0,1.9945833333333334,0.0,1.0,0.009339080459770166
ACSIncome-CA,lightgbm,0,0.2,aps,sex,marginal,0.8,1.0,1.9945833333333334,0.0,1.0,0.0021591095515225422
ACSIncome-CA,lightgbm,0,0.2,aps,age,marginal,0.8,1.0,1.9945833333333334,0.0,1.0,0.04593639575971742
ACSIncome-CA,lightgbm,0,0.2,aps,race,marginal,0.8,1.0,1.9945833333333334,0.0,1.0,0.00738916256157629
ACSIncome-CA,lightgbm,0,0.2,aps,predclass,mondrian,0.8,1.0,1.9866666666666666,0.0,1.0,0.02298850574712641
ACSIncome-CA,lightgbm,0,0.2,aps,sex,mondrian,0.8,1.0,1.9966666666666666,0.0,1.0,0.0068846815834766595
ACSIncome-CA,lightgbm,0,0.2,aps,age,mondrian,0.8,1.0,1.9879166666666668,0.0,1.0,0.10247349823321561
ACSIncome-CA,lightgbm,0,0.2,aps,race,mondrian,0.8,1.0,1.9929166666666667,0.0,1.0,0.022167487684729092
ACSIncome-CA,lightgbm,1,0.05,lac,predclass,marginal,0.95,0.9529166666666666,1.43375,0.0046211520438325104,0.951048951048951,0.23749549419652505
ACSIncome-CA,lightgbm,1,0.05,lac,sex,marginal,0.95,0.9529166666666666,1.43375,0.0163716496287033,0.9452697419859265,0.02639146467432818
ACSIncome-CA,lightgbm,1,0.05,lac,age,marginal,0.95,0.9529166666666666,1.43375,0.04688092170090197,0.9341317365269461,0.47528992647616164
ACSIncome-CA,lightgbm,1,0.05,lac,race,marginal,0.95,0.9529166666666666,1.43375,0.017276957803072923,0.9405684754521964,0.1123185011709602
ACSIncome-CA,lightgbm,1,0.05,lac,predclass,mondrian,0.95,0.955,1.4458333333333333,0.0075264941244322925,0.9505154639175257,0.17396006055799873
ACSIncome-CA,lightgbm,1,0.05,lac,sex,mondrian,0.95,0.95375,1.4345833333333333,0.0030904775488767022,0.9523064894448788,0.045476959516906224
ACSIncome-CA,lightgbm,1,0.05,lac,age,mondrian,0.95,0.9566666666666667,1.4625,0.021735857893152244,0.9483240223463687,0.7305389221556886
ACSIncome-CA,lightgbm,1,0.05,lac,race,mondrian,0.95,0.9591666666666666,1.4683333333333333,0.01955503512880563,0.95,0.0830564784053156
ACSIncome-CA,lightgbm,1,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.05,aps,age,mondrian,0.95,1.0,1.9941666666666666,0.0,1.0,0.044303797468354444
ACSIncome-CA,lightgbm,1,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,lac,predclass,marginal,0.9,0.90375,1.2325,0.0062937062937062915,0.9,0.1219378559584745
ACSIncome-CA,lightgbm,1,0.1,lac,sex,marginal,0.9,0.90375,1.2325,0.0015002521344242847,0.9030492572322126,0.02237614550283551
ACSIncome-CA,lightgbm,1,0.1,lac,age,marginal,0.9,0.90375,1.2325,0.10009095732585471,0.8682634730538922,0.25860304707041615
ACSIncome-CA,lightgbm,1,0.1,lac,race,marginal,0.9,0.90375,1.2325,0.028527131782945747,0.8914728682170543,0.0762529274004684
ACSIncome-CA,lightgbm,1,0.1,lac,predclass,mondrian,0.9,0.90375,1.2329166666666667,0.0062937062937062915,0.9,0.12296878379352605
ACSIncome-CA,lightgbm,1,0.1,lac,sex,mondrian,0.9,0.90625,1.2383333333333333,0.016582284749389498,0.8974130240856378,0.03376578630020788
ACSIncome-CA,lightgbm,1,0.1,lac,age,mondrian,0.9,0.9116666666666666,1.2583333333333333,0.06616800920598387,0.8863636363636364,0.5508982035928143
ACSIncome-CA,lightgbm,1,0.1,lac,race,mondrian,0.9,0.9070833333333334,1.2395833333333333,0.05966753202742525,0.8630490956072352,0.10170542635658908
ACSIncome-CA,lightgbm,1,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.1,aps,age,mondrian,0.9,1.0,1.9870833333333333,0.0,1.0,0.09810126582278489
ACSIncome-CA,lightgbm,1,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,predclass,marginal,0.8,0.8041666666666667,1.0,0.05370917742051762,0.7721649484536083,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,sex,marginal,0.8,0.8041666666666667,1.0,0.015853431434432186,0.7957181088314005,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,age,marginal,0.8,0.8041666666666667,1.0,0.22798074736602736,0.7245508982035929,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,race,marginal,0.8,0.8041666666666667,1.0,0.06297163674212858,0.7777777777777778,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,predclass,mondrian,0.8,0.8175,1.02625,0.02071948669886814,0.8051546391752578,0.06494845360824741
ACSIncome-CA,lightgbm,1,0.2,lac,sex,mondrian,0.8,0.8041666666666667,1.0,0.015853431434432186,0.7957181088314005,0.0
ACSIncome-CA,lightgbm,1,0.2,lac,age,mondrian,0.8,0.83125,1.05375,0.19344073647871118,0.759090909090909,0.37125748502994016
ACSIncome-CA,lightgbm,1,0.2,lac,race,mondrian,0.8,0.8058333333333333,1.0041666666666667,0.06297163674212858,0.7777777777777778,0.010000000000000009
ACSIncome-CA,lightgbm,1,0.2,aps,predclass,marginal,0.8,1.0,1.9904166666666667,0.0,1.0,0.016083916083916128
ACSIncome-CA,lightgbm,1,0.2,aps,sex,marginal,0.8,1.0,1.9904166666666667,0.0,1.0,0.0021042588050013133
ACSIncome-CA,lightgbm,1,0.2,aps,age,marginal,0.8,1.0,1.9904166666666667,0.0,1.0,0.06329113924050622
ACSIncome-CA,lightgbm,1,0.2,aps,race,marginal,0.8,1.0,1.9904166666666667,0.0,1.0,0.020000000000000018
ACSIncome-CA,lightgbm,1,0.2,aps,predclass,mondrian,0.8,1.0,1.9804166666666667,0.0,1.0,0.03286713286713283
ACSIncome-CA,lightgbm,1,0.2,aps,sex,mondrian,0.8,1.0,1.9916666666666667,0.0,1.0,0.008941530619860139
ACSIncome-CA,lightgbm,1,0.2,aps,age,mondrian,0.8,1.0,1.96875,0.0,1.0,0.2088607594936709
ACSIncome-CA,lightgbm,1,0.2,aps,race,mondrian,0.8,1.0,1.99625,0.0,1.0,0.015503875968992276
ACSIncome-CA,lightgbm,2,0.05,lac,predclass,marginal,0.95,0.9508333333333333,1.4658333333333333,0.01020352378015843,0.9446219382321619,0.16021675380992062
ACSIncome-CA,lightgbm,2,0.05,lac,sex,marginal,0.95,0.9508333333333333,1.4658333333333333,0.0036381810207064547,0.9490703314470493,0.021293855060818156
ACSIncome-CA,lightgbm,2,0.05,lac,age,marginal,0.95,0.9508333333333333,1.4658333333333333,0.06364826792587597,0.8987341772151899,0.5513471687631444
ACSIncome-CA,lightgbm,2,0.05,lac,race,marginal,0.95,0.9508333333333333,1.4658333333333333,0.029980107985223103,0.9313725490196079,0.13540778630292682
ACSIncome-CA,lightgbm,2,0.05,lac,predclass,mondrian,0.95,0.9520833333333333,1.4691666666666667,0.003509784755069467,0.9499467518636848,0.19847668781284633
ACSIncome-CA,lightgbm,2,0.05,lac,sex,mondrian,0.95,0.9504166666666667,1.45875,0.008899432863604284,0.945829750644884,0.07594928789939881
ACSIncome-CA,lightgbm,2,0.05,lac,age,mondrian,0.95,0.9575,1.4883333333333333,0.055971281221559366,0.9278996865203761,0.8354430379746836
ACSIncome-CA,lightgbm,2,0.05,lac,race,mondrian,0.95,0.9566666666666667,1.48625,0.021745647804312984,0.9503355704697987,0.26519777336374095
ACSIncome-CA,lightgbm,2,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,lac,predclass,marginal,0.9,0.905,1.2745833333333334,0.015386196596055446,0.8956336528221512,0.09825866566949415
ACSIncome-CA,lightgbm,2,0.1,lac,sex,marginal,0.9,0.905,1.2745833333333334,0.014155123864284858,0.8981406628940987,0.015582174998314269
ACSIncome-CA,lightgbm,2,0.1,lac,age,marginal,0.9,0.905,1.2745833333333334,0.136462838776239,0.8227848101265823,0.2812799600458402
ACSIncome-CA,lightgbm,2,0.1,lac,race,marginal,0.9,0.905,1.2745833333333334,0.018471156578573455,0.8921568627450981,0.07928388746803061
ACSIncome-CA,lightgbm,2,0.1,lac,predclass,mondrian,0.9,0.9033333333333333,1.27625,0.008344759268127833,0.9000684462696783,0.1707461080751289
ACSIncome-CA,lightgbm,2,0.1,lac,sex,mondrian,0.9,0.9008333333333334,1.2691666666666668,0.0011163390751346425,0.9002579535683577,0.066798226925459
ACSIncome-CA,lightgbm,2,0.1,lac,age,mondrian,0.9,0.9091666666666667,1.3029166666666667,0.029165509305186244,0.8987341772151899,0.6265822784810127
ACSIncome-CA,lightgbm,2,0.1,lac,race,mondrian,0.9,0.9095833333333333,1.2916666666666667,0.023014296574217052,0.9033816425120773,0.2871554418868998
ACSIncome-CA,lightgbm,2,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.1,aps,age,mondrian,0.9,1.0,1.9904166666666667,0.0,1.0,0.07210031347962387
ACSIncome-CA,lightgbm,2,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,lac,predclass,marginal,0.8,0.81,1.0320833333333332,0.05876319996151269,0.7742279020234292,0.019022814694299006
ACSIncome-CA,lightgbm,2,0.2,lac,sex,marginal,0.8,0.81,1.0320833333333332,5.004757995619169e-05,0.8099742046431643,0.008863287389191399
ACSIncome-CA,lightgbm,2,0.2,lac,age,marginal,0.8,0.81,1.0320833333333332,0.20318638149279789,0.7278481012658228,0.038034204991865384
ACSIncome-CA,lightgbm,2,0.2,lac,race,marginal,0.8,0.81,1.0320833333333332,0.051577152600170484,0.7745098039215687,0.010230179028133168
ACSIncome-CA,lightgbm,2,0.2,lac,predclass,mondrian,0.8,0.82,1.0520833333333333,0.0017844139315493779,0.8193018480492813,0.13312034078807233
ACSIncome-CA,lightgbm,2,0.2,lac,sex,mondrian,0.8,0.81,1.0370833333333334,0.010059563571200747,0.8048151332760103,0.04358796661548392
ACSIncome-CA,lightgbm,2,0.2,lac,age,mondrian,0.8,0.8270833333333333,1.0745833333333332,0.1430895599380977,0.7848101265822784,0.20506912442396308
ACSIncome-CA,lightgbm,2,0.2,lac,race,mondrian,0.8,0.8145833333333333,1.0483333333333333,0.06086393948442326,0.7843137254901961,0.13197969543147203
ACSIncome-CA,lightgbm,2,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,aps,predclass,mondrian,0.8,1.0,1.9854166666666666,0.0,1.0,0.023956194387405816
ACSIncome-CA,lightgbm,2,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,2,0.2,aps,age,mondrian,0.8,1.0,1.97125,0.0,1.0,0.21630094043887138
ACSIncome-CA,lightgbm,2,0.2,aps,race,mondrian,0.8,1.0,1.9966666666666666,0.0,1.0,0.019323671497584627
ACSIncome-CA,lightgbm,3,0.05,lac,predclass,marginal,0.95,0.9595833333333333,1.475,0.008863839151228903,0.9543610547667343,0.19047427779578885
ACSIncome-CA,lightgbm,3,0.05,lac,sex,marginal,0.95,0.9595833333333333,1.475,0.012364101916850667,0.9537979639780736,0.0040583764681108025
ACSIncome-CA,lightgbm,3,0.05,lac,age,marginal,0.95,0.9595833333333333,1.475,0.029320191775065507,0.9417989417989417,0.5053641962200042
ACSIncome-CA,lightgbm,3,0.05,lac,race,marginal,0.95,0.9595833333333333,1.475,0.03842195540308746,0.9433962264150944,0.09138281073764931
ACSIncome-CA,lightgbm,3,0.05,lac,predclass,mondrian,0.95,0.9583333333333334,1.4745833333333334,0.011906435500113277,0.9513184584178499,0.17568878012112998
ACSIncome-CA,lightgbm,3,0.05,lac,sex,mondrian,0.95,0.955,1.4633333333333334,0.0007782041474934109,0.9545859305431879,0.0808718675714104
ACSIncome-CA,lightgbm,3,0.05,lac,age,mondrian,0.95,0.9620833333333333,1.4970833333333333,0.025894802365390657,0.9529411764705882,0.7388115294252477
ACSIncome-CA,lightgbm,3,0.05,lac,race,mondrian,0.95,0.9604166666666667,1.4841666666666666,0.03842195540308746,0.9433962264150944,0.076114922813036
ACSIncome-CA,lightgbm,3,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,lac,predclass,marginal,0.9,0.9170833333333334,1.29625,0.026241496940189513,0.9016227180527383,0.12548665761968847
ACSIncome-CA,lightgbm,3,0.1,lac,sex,marginal,0.9,0.9170833333333334,1.29625,0.010234500244409084,0.9122944400939702,0.004499777207683575
ACSIncome-CA,lightgbm,3,0.1,lac,age,marginal,0.9,0.9170833333333334,1.29625,0.07501002807862023,0.8888888888888888,0.34272244637927374
ACSIncome-CA,lightgbm,3,0.1,lac,race,marginal,0.9,0.9170833333333334,1.29625,0.026329331046312188,0.9009433962264151,0.08326189939093176
ACSIncome-CA,lightgbm,3,0.1,lac,predclass,mondrian,0.9,0.9175,1.2970833333333334,0.025227298157228017,0.9026369168356998,0.12579364282414907
ACSIncome-CA,lightgbm,3,0.1,lac,sex,mondrian,0.9,0.9158333333333334,1.2995833333333333,0.012519603283240421,0.9091718610863758,0.07770675231561075
ACSIncome-CA,lightgbm,3,0.1,lac,age,mondrian,0.9,0.9279166666666666,1.33125,0.042094168325754966,0.918194640338505,0.5079365079365079
ACSIncome-CA,lightgbm,3,0.1,lac,race,mondrian,0.9,0.9191666666666667,1.3058333333333334,0.029823493609251295,0.9056603773584906,0.0342447026657553
ACSIncome-CA,lightgbm,3,0.1,aps,predclass,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,sex,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,age,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,race,marginal,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,predclass,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,sex,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.1,aps,age,mondrian,0.9,1.0,1.9941666666666666,0.0,1.0,0.05054151624548742
ACSIncome-CA,lightgbm,3,0.1,aps,race,mondrian,0.9,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,lac,predclass,marginal,0.8,0.8141666666666667,1.0341666666666667,0.06329346351036147,0.7768762677484787,0.022914867551663942
ACSIncome-CA,lightgbm,3,0.2,lac,sex,marginal,0.8,0.8141666666666667,1.0341666666666667,0.0296066233819664,0.8003132341425215,0.009423522266331252
ACSIncome-CA,lightgbm,3,0.2,lac,age,marginal,0.8,0.8141666666666667,1.0341666666666667,0.2301300785055298,0.7301587301587301,0.05647058823529405
ACSIncome-CA,lightgbm,3,0.2,lac,race,marginal,0.8,0.8141666666666667,1.0341666666666667,0.05357811695304082,0.7900943396226415,0.008104631217838776
ACSIncome-CA,lightgbm,3,0.2,lac,predclass,mondrian,0.8,0.8175,1.0391666666666666,0.02591586310181293,0.8022312373225152,0.09533468559837721
ACSIncome-CA,lightgbm,3,0.2,lac,sex,mondrian,0.8,0.8108333333333333,1.0270833333333333,0.002400160103648963,0.8097102584181676,0.04420631893399962
ACSIncome-CA,lightgbm,3,0.2,lac,age,mondrian,0.8,0.8316666666666667,1.0654166666666667,0.17440645572308344,0.7858823529411765,0.2328042328042328
ACSIncome-CA,lightgbm,3,0.2,lac,race,mondrian,0.8,0.8108333333333333,1.0304166666666668,0.042003158132190355,0.7818181818181819,0.04716981132075482
ACSIncome-CA,lightgbm,3,0.2,aps,predclass,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,aps,sex,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,aps,age,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,aps,race,marginal,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,aps,predclass,mondrian,0.8,1.0,1.99625,0.0,1.0,0.006364922206506307
ACSIncome-CA,lightgbm,3,0.2,aps,sex,mondrian,0.8,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,3,0.2,aps,age,mondrian,0.8,1.0,1.98375,0.0,1.0,0.1407942238267148
ACSIncome-CA,lightgbm,3,0.2,aps,race,mondrian,0.8,1.0,1.9995833333333333,0.0,1.0,0.009090909090909038
ACSIncome-CA,lightgbm,4,0.05,lac,predclass,marginal,0.95,0.9383333333333334,1.3916666666666666,0.002366372211947021,0.9373680506685432,0.19590859132564997
ACSIncome-CA,lightgbm,4,0.05,lac,sex,marginal,0.95,0.9383333333333334,1.3916666666666666,0.010876361200581885,0.9325643300798581,0.007374513041666031
ACSIncome-CA,lightgbm,4,0.05,lac,age,marginal,0.95,0.9383333333333334,1.3916666666666666,0.07306397306397305,0.9,0.46714200831847874
ACSIncome-CA,lightgbm,4,0.05,lac,race,marginal,0.95,0.9383333333333334,1.3916666666666666,0.07013283108643942,0.8865979381443299,0.22552505691847213
ACSIncome-CA,lightgbm,4,0.05,lac,predclass,mondrian,0.95,0.9395833333333333,1.3958333333333333,0.010606264273170796,0.9352568613652358,0.23372597956092722
ACSIncome-CA,lightgbm,4,0.05,lac,sex,mondrian,0.95,0.9420833333333334,1.405,0.026310561794306797,0.9281277728482697,0.10109913701468831
ACSIncome-CA,lightgbm,4,0.05,lac,age,mondrian,0.95,0.94125,1.4116666666666666,0.07136066547831255,0.888235294117647,0.4764309764309764
ACSIncome-CA,lightgbm,4,0.05,lac,race,mondrian,0.95,0.9425,1.4175,0.09417129262490087,0.8865979381443299,0.14919354838709675
ACSIncome-CA,lightgbm,4,0.05,aps,predclass,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,sex,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,age,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,race,marginal,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,predclass,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,sex,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,age,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.05,aps,race,mondrian,0.95,1.0,2.0,0.0,1.0,0.0
ACSIncome-CA,lightgbm,4,0.1,lac,predclass,marginal,0.9,0.8879166666666667,1.21,0.02289386044298314,0.874361593462717,0.08869151549175913
ACSIncome-CA,lightgbm,4,0.1,lac,sex,marginal,0.9,0.8879166666666667,1.21,0.009505315155878935,0.8828748890860693,0.01283081626379845
ACSIncome-CA,lightgbm,4,0.1,lac,age,marginal,0.9,0.8879166666666667,1.21,0.14783125371360661,0.8117647058823529,0.24787086551792425
